planner_name,map_name,seed,start_x,start_y,goal_x,goal_y,straight_line_dist,success,failure_reason,planning_time_ms,path_length_m,path_efficiency,cumulative_curvature,max_curvature,min_clearance_m,mean_clearance_m,num_waypoints,cpu_percent_avg,peak_memory_mb,timestamp,step_size,repulsion_strength,initial_path_points
LazyCoulomb,event_venue,1,6.500000000000002,0.6000000000000014,-5.8999999999999995,6.000000000000002,13.524792050157373,True,,7.835,13.5248,1.0,0.0,0.0,0.0069,0.4505,314,0.0,35.14,2026-05-06T09:59:27,0.02,0.05,40
LazyCoulomb,event_venue,2,-6.5,9.600000000000003,-0.5999999999999996,-0.14999999999999858,11.396161634515371,True,,6.866,11.3962,1.0,0.0,0.0,0.0039,0.5137,314,0.0,35.18,2026-05-06T09:59:27,0.02,0.05,40
LazyCoulomb,event_venue,3,6.15,4.450000000000001,-3.4499999999999993,6.6,9.83780971558202,True,,6.603,9.8378,1.0,0.0,0.0,0.0056,0.4007,314,0.0,35.19,2026-05-06T09:59:27,0.02,0.05,40
LazyCoulomb,event_venue,4,8.700000000000001,5.600000000000001,8.9,-5.1,10.701868995647443,True,,8.785,10.7019,1.0,0.0,0.0,0.6812,0.8073,314,0.0,35.22,2026-05-06T09:59:27,0.02,0.05,40
LazyCoulomb,event_venue,5,-1.049999999999999,9.000000000000002,-0.34999999999999964,2.950000000000001,6.0903612372337985,True,,6.476,6.0904,1.0,0.0,0.0,0.0092,0.6301,314,0.0,35.27,2026-05-06T09:59:27,0.02,0.05,40
LazyCoulomb,event_venue,6,-1.6499999999999986,0.45000000000000107,-4.6499999999999995,4.65,5.161395160225576,True,,6.709,5.1614,1.0,0.0,0.0,0.008,0.6539,314,0.0,35.3,2026-05-06T09:59:27,0.02,0.05,40
LazyCoulomb,event_venue,7,0.5000000000000018,8.800000000000002,5.200000000000001,-1.75,11.549567091454122,True,,8.219,11.5496,1.0,0.0,0.0,0.0059,0.602,314,0.0,35.33,2026-05-06T09:59:27,0.02,0.05,40
LazyCoulomb,event_venue,8,6.9,-1.299999999999999,-6.3999999999999995,-5.499999999999999,13.947401191619893,True,,7.998,13.9474,1.0,0.0,0.0,0.0031,0.5029,314,0.0,35.36,2026-05-06T09:59:28,0.02,0.05,40
LazyCoulomb,event_venue,9,-0.5499999999999989,7.1,6.35,-1.4499999999999993,10.986924046337991,True,,8.05,10.9869,1.0,0.0,0.0,0.006,0.4139,314,0.0,35.39,2026-05-06T09:59:28,0.02,0.05,40
LazyCoulomb,event_venue,0,0.10000000000000142,-2.1499999999999995,9.600000000000003,-4.6499999999999995,9.823441352194251,True,,3.033,9.8234,1.0,0.0,0.0,0.0182,0.5617,74,0.0,35.23,2026-05-06T09:59:41,0.02,0.15,10
LazyCoulomb,event_venue,1,6.500000000000002,0.6000000000000014,-5.8999999999999995,6.000000000000002,13.524792050157373,True,,2.602,13.5248,1.0,0.0,0.0,0.0045,0.4465,74,0.0,35.24,2026-05-06T09:59:41,0.02,0.15,10
LazyCoulomb,event_venue,2,-6.5,9.600000000000003,-0.5999999999999996,-0.14999999999999858,11.396161634515371,True,,2.637,11.3962,1.0,0.0,0.0,0.0073,0.5015,74,0.0,35.27,2026-05-06T09:59:42,0.02,0.15,10
LazyCoulomb,event_venue,3,6.15,4.450000000000001,-3.4499999999999993,6.6,9.83780971558202,True,,4.323,9.8378,1.0,0.0,0.0,0.0047,0.3992,74,0.0,35.29,2026-05-06T09:59:42,0.02,0.15,10
LazyCoulomb,event_venue,4,8.700000000000001,5.600000000000001,8.9,-5.1,10.701868995647443,True,,2.693,10.7019,1.0,0.0,0.0,0.6813,0.8093,74,0.0,35.29,2026-05-06T09:59:42,0.02,0.15,10
LazyCoulomb,event_venue,5,-1.049999999999999,9.000000000000002,-0.34999999999999964,2.950000000000001,6.0903612372337985,True,,2.606,6.0904,1.0,0.0,0.0,0.0179,0.6118,74,0.0,35.3,2026-05-06T09:59:42,0.02,0.15,10
LazyCoulomb,event_venue,6,-1.6499999999999986,0.45000000000000107,-4.6499999999999995,4.65,5.161395160225576,True,,2.589,5.1614,1.0,0.0,0.0,0.0064,0.643,74,0.0,35.31,2026-05-06T09:59:42,0.02,0.15,10
LazyCoulomb,event_venue,7,0.5000000000000018,8.800000000000002,5.200000000000001,-1.75,11.549567091454122,True,,2.711,11.5496,1.0,0.0,0.0,0.0144,0.5729,74,0.0,35.31,2026-05-06T09:59:42,0.02,0.15,10
LazyCoulomb,event_venue,8,6.9,-1.299999999999999,-6.3999999999999995,-5.499999999999999,13.947401191619893,True,,2.778,13.9474,1.0,0.0,0.0,0.0139,0.4871,74,0.0,35.31,2026-05-06T09:59:42,0.02,0.15,10
LazyCoulomb,event_venue,9,-0.5499999999999989,7.1,6.35,-1.4499999999999993,10.986924046337991,True,,2.683,10.9869,1.0,0.0,0.0,0.0187,0.424,74,0.0,35.32,2026-05-06T09:59:42,0.02,0.15,10
LazyCoulomb,event_venue,0,0.10000000000000142,-2.1499999999999995,9.600000000000003,-4.6499999999999995,9.823441352194251,True,,4.668,9.8234,1.0,0.0,0.0,0.0218,0.5631,154,0.0,35.26,2026-05-06T09:59:56,0.02,0.15,20
LazyCoulomb,event_venue,1,6.500000000000002,0.6000000000000014,-5.8999999999999995,6.000000000000002,13.524792050157373,True,,4.089,13.5248,1.0,0.0,0.0,0.0023,0.4469,154,0.0,35.3,2026-05-06T09:59:56,0.02,0.15,20
LazyCoulomb,event_venue,2,-6.5,9.600000000000003,-0.5999999999999996,-0.14999999999999858,11.396161634515371,True,,4.052,11.3962,1.0,0.0,0.0,0.0105,0.5073,154,0.0,35.31,2026-05-06T09:59:56,0.02,0.15,20
LazyCoulomb,event_venue,3,6.15,4.450000000000001,-3.4499999999999993,6.6,9.83780971558202,True,,4.133,9.8378,1.0,0.0,0.0,0.0126,0.4008,154,0.0,35.34,2026-05-06T09:59:56,0.02,0.15,20
LazyCoulomb,event_venue,4,8.700000000000001,5.600000000000001,8.9,-5.1,10.701868995647443,True,,4.33,10.7019,1.0,0.0,0.0,0.6816,0.807,154,0.0,35.34,2026-05-06T09:59:56,0.02,0.15,20
LazyCoulomb,event_venue,5,-1.049999999999999,9.000000000000002,-0.34999999999999964,2.950000000000001,6.0903612372337985,True,,3.837,6.0904,1.0,0.0,0.0,0.0052,0.6251,154,0.0,35.37,2026-05-06T09:59:56,0.02,0.15,20
LazyCoulomb,event_venue,6,-1.6499999999999986,0.45000000000000107,-4.6499999999999995,4.65,5.161395160225576,True,,4.178,5.1614,1.0,0.0,0.0,0.0116,0.6511,154,0.0,35.38,2026-05-06T09:59:56,0.02,0.15,20
LazyCoulomb,event_venue,7,0.5000000000000018,8.800000000000002,5.200000000000001,-1.75,11.549567091454122,True,,4.177,11.5496,1.0,0.0,0.0,0.0134,0.5922,154,0.0,35.39,2026-05-06T09:59:56,0.02,0.15,20
LazyCoulomb,event_venue,8,6.9,-1.299999999999999,-6.3999999999999995,-5.499999999999999,13.947401191619893,True,,4.447,13.9474,1.0,0.0,0.0,0.0135,0.4978,154,0.0,35.41,2026-05-06T09:59:56,0.02,0.15,20
LazyCoulomb,event_venue,9,-0.5499999999999989,7.1,6.35,-1.4499999999999993,10.986924046337991,True,,4.088,10.9869,1.0,0.0,0.0,0.0127,0.4141,154,0.0,35.43,2026-05-06T09:59:57,0.02,0.15,20
LazyCoulomb,event_venue,0,0.10000000000000142,-2.1499999999999995,9.600000000000003,-4.6499999999999995,9.823441352194251,True,,7.012,9.8234,1.0,0.0,0.0,0.0129,0.5643,314,0.0,34.85,2026-05-06T10:00:10,0.02,0.15,40
LazyCoulomb,event_venue,1,6.500000000000002,0.6000000000000014,-5.8999999999999995,6.000000000000002,13.524792050157373,True,,8.438,13.5248,1.0,0.0,0.0,0.0069,0.4505,314,0.0,34.98,2026-05-06T10:00:10,0.02,0.15,40
LazyCoulomb,event_venue,2,-6.5,9.600000000000003,-0.5999999999999996,-0.14999999999999858,11.396161634515371,True,,6.737,11.3962,1.0,0.0,0.0,0.0039,0.5137,314,0.0,35.04,2026-05-06T10:00:10,0.02,0.15,40
LazyCoulomb,event_venue,3,6.15,4.450000000000001,-3.4499999999999993,6.6,9.83780971558202,True,,7.469,9.8378,1.0,0.0,0.0,0.0056,0.4007,314,0.0,35.07,2026-05-06T10:00:10,0.02,0.15,40
LazyCoulomb,event_venue,4,8.700000000000001,5.600000000000001,8.9,-5.1,10.701868995647443,True,,7.052,10.7019,1.0,0.0,0.0,0.6812,0.8073,314,0.0,35.1,2026-05-06T10:00:10,0.02,0.15,40
LazyCoulomb,event_venue,5,-1.049999999999999,9.000000000000002,-0.34999999999999964,2.950000000000001,6.0903612372337985,True,,6.824,6.0904,1.0,0.0,0.0,0.0092,0.6301,314,0.0,35.13,2026-05-06T10:00:11,0.02,0.15,40
LazyCoulomb,event_venue,6,-1.6499999999999986,0.45000000000000107,-4.6499999999999995,4.65,5.161395160225576,True,,6.955,5.1614,1.0,0.0,0.0,0.008,0.6539,314,0.0,35.14,2026-05-06T10:00:11,0.02,0.15,40
LazyCoulomb,event_venue,7,0.5000000000000018,8.800000000000002,5.200000000000001,-1.75,11.549567091454122,True,,7.956,11.5496,1.0,0.0,0.0,0.0059,0.602,314,0.0,35.19,2026-05-06T10:00:11,0.02,0.15,40
LazyCoulomb,event_venue,8,6.9,-1.299999999999999,-6.3999999999999995,-5.499999999999999,13.947401191619893,True,,7.175,13.9474,1.0,0.0,0.0,0.0031,0.5029,314,0.0,35.19,2026-05-06T10:00:11,0.02,0.15,40
LazyCoulomb,event_venue,9,-0.5499999999999989,7.1,6.35,-1.4499999999999993,10.986924046337991,True,,7.401,10.9869,1.0,0.0,0.0,0.006,0.4139,314,0.0,35.25,2026-05-06T10:00:11,0.02,0.15,40
LazyCoulomb,event_venue,0,0.10000000000000142,-2.1499999999999995,9.600000000000003,-4.6499999999999995,9.823441352194251,True,,2.85,9.8234,1.0,0.0,0.0,0.0182,0.5617,74,0.0,35.02,2026-05-06T10:00:25,0.02,0.3,10
LazyCoulomb,event_venue,1,6.500000000000002,0.6000000000000014,-5.8999999999999995,6.000000000000002,13.524792050157373,True,,2.553,13.5248,1.0,0.0,0.0,0.0045,0.4465,74,0.0,35.23,2026-05-06T10:00:25,0.02,0.3,10
LazyCoulomb,event_venue,2,-6.5,9.600000000000003,-0.5999999999999996,-0.14999999999999858,11.396161634515371,True,,2.348,11.3962,1.0,0.0,0.0,0.0073,0.5015,74,0.0,35.23,2026-05-06T10:00:25,0.02,0.3,10
LazyCoulomb,event_venue,3,6.15,4.450000000000001,-3.4499999999999993,6.6,9.83780971558202,True,,2.531,9.8378,1.0,0.0,0.0,0.0047,0.3992,74,0.0,35.25,2026-05-06T10:00:25,0.02,0.3,10
LazyCoulomb,event_venue,4,8.700000000000001,5.600000000000001,8.9,-5.1,10.701868995647443,True,,2.308,10.7019,1.0,0.0,0.0,0.6813,0.8093,74,0.0,35.25,2026-05-06T10:00:25,0.02,0.3,10
LazyCoulomb,event_venue,5,-1.049999999999999,9.000000000000002,-0.34999999999999964,2.950000000000001,6.0903612372337985,True,,2.487,6.0904,1.0,0.0,0.0,0.0179,0.6118,74,0.0,35.26,2026-05-06T10:00:25,0.02,0.3,10
LazyCoulomb,event_venue,6,-1.6499999999999986,0.45000000000000107,-4.6499999999999995,4.65,5.161395160225576,True,,2.631,5.1614,1.0,0.0,0.0,0.0064,0.643,74,0.0,35.27,2026-05-06T10:00:25,0.02,0.3,10
LazyCoulomb,event_venue,7,0.5000000000000018,8.800000000000002,5.200000000000001,-1.75,11.549567091454122,True,,2.512,11.5496,1.0,0.0,0.0,0.0144,0.5729,74,0.0,35.27,2026-05-06T10:00:25,0.02,0.3,10
LazyCoulomb,event_venue,8,6.9,-1.299999999999999,-6.3999999999999995,-5.499999999999999,13.947401191619893,True,,2.655,13.9474,1.0,0.0,0.0,0.0139,0.4871,74,0.0,35.28,2026-05-06T10:00:25,0.02,0.3,10
LazyCoulomb,event_venue,9,-0.5499999999999989,7.1,6.35,-1.4499999999999993,10.986924046337991,True,,2.607,10.9869,1.0,0.0,0.0,0.0187,0.424,74,0.0,35.29,2026-05-06T10:00:25,0.02,0.3,10
LazyCoulomb,event_venue,0,0.10000000000000142,-2.1499999999999995,9.600000000000003,-4.6499999999999995,9.823441352194251,True,,4.255,9.8234,1.0,0.0,0.0,0.0218,0.5631,154,0.0,34.88,2026-05-06T10:00:39,0.02,0.3,20
LazyCoulomb,event_venue,1,6.500000000000002,0.6000000000000014,-5.8999999999999995,6.000000000000002,13.524792050157373,True,,4.169,13.5248,1.0,0.0,0.0,0.0023,0.4469,154,0.0,35.13,2026-05-06T10:00:39,0.02,0.3,20
LazyCoulomb,event_venue,2,-6.5,9.600000000000003,-0.5999999999999996,-0.14999999999999858,11.396161634515371,True,,4.352,11.3962,1.0,0.0,0.0,0.0105,0.5073,154,0.0,35.14,2026-05-06T10:00:39,0.02,0.3,20
LazyCoulomb,event_venue,3,6.15,4.450000000000001,-3.4499999999999993,6.6,9.83780971558202,True,,3.865,9.8378,1.0,0.0,0.0,0.0126,0.4008,154,0.0,35.16,2026-05-06T10:00:39,0.02,0.3,20
LazyCoulomb,event_venue,4,8.700000000000001,5.600000000000001,8.9,-5.1,10.701868995647443,True,,4.328,10.7019,1.0,0.0,0.0,0.6816,0.807,154,0.0,35.18,2026-05-06T10:00:39,0.02,0.3,20
LazyCoulomb,event_venue,5,-1.049999999999999,9.000000000000002,-0.34999999999999964,2.950000000000001,6.0903612372337985,True,,3.908,6.0904,1.0,0.0,0.0,0.0052,0.6251,154,0.0,35.2,2026-05-06T10:00:39,0.02,0.3,20
LazyCoulomb,event_venue,6,-1.6499999999999986,0.45000000000000107,-4.6499999999999995,4.65,5.161395160225576,True,,3.968,5.1614,1.0,0.0,0.0,0.0116,0.6511,154,0.0,35.2,2026-05-06T10:00:39,0.02,0.3,20
LazyCoulomb,event_venue,7,0.5000000000000018,8.800000000000002,5.200000000000001,-1.75,11.549567091454122,True,,4.12,11.5496,1.0,0.0,0.0,0.0134,0.5922,154,0.0,35.22,2026-05-06T10:00:39,0.02,0.3,20
LazyCoulomb,event_venue,8,6.9,-1.299999999999999,-6.3999999999999995,-5.499999999999999,13.947401191619893,True,,4.364,13.9474,1.0,0.0,0.0,0.0135,0.4978,154,0.0,35.22,2026-05-06T10:00:40,0.02,0.3,20
LazyCoulomb,event_venue,9,-0.5499999999999989,7.1,6.35,-1.4499999999999993,10.986924046337991,True,,4.165,10.9869,1.0,0.0,0.0,0.0127,0.4141,154,0.0,35.25,2026-05-06T10:00:40,0.02,0.3,20
LazyCoulomb,event_venue,0,0.10000000000000142,-2.1499999999999995,9.600000000000003,-4.6499999999999995,9.823441352194251,True,,9.433,9.8234,1.0,0.0,0.0,0.0129,0.5643,314,0.0,35.14,2026-05-06T10:00:54,0.02,0.3,40
LazyCoulomb,event_venue,1,6.500000000000002,0.6000000000000014,-5.8999999999999995,6.000000000000002,13.524792050157373,True,,7.45,13.5248,1.0,0.0,0.0,0.0069,0.4505,314,0.0,35.29,2026-05-06T10:00:54,0.02,0.3,40
LazyCoulomb,event_venue,2,-6.5,9.600000000000003,-0.5999999999999996,-0.14999999999999858,11.396161634515371,True,,6.651,11.3962,1.0,0.0,0.0,0.0039,0.5137,314,0.0,35.33,2026-05-06T10:00:54,0.02,0.3,40
LazyCoulomb,event_venue,3,6.15,4.450000000000001,-3.4499999999999993,6.6,9.83780971558202,True,,6.941,9.8378,1.0,0.0,0.0,0.0056,0.4007,314,0.0,35.36,2026-05-06T10:00:54,0.02,0.3,40
LazyCoulomb,event_venue,4,8.700000000000001,5.600000000000001,8.9,-5.1,10.701868995647443,True,,7.583,10.7019,1.0,0.0,0.0,0.6812,0.8073,314,0.0,35.39,2026-05-06T10:00:54,0.02,0.3,40
LazyCoulomb,event_venue,5,-1.049999999999999,9.000000000000002,-0.34999999999999964,2.950000000000001,6.0903612372337985,True,,6.706,6.0904,1.0,0.0,0.0,0.0092,0.6301,314,0.0,35.42,2026-05-06T10:00:54,0.02,0.3,40
LazyCoulomb,event_venue,6,-1.6499999999999986,0.45000000000000107,-4.6499999999999995,4.65,5.161395160225576,True,,6.617,5.1614,1.0,0.0,0.0,0.008,0.6539,314,0.0,35.45,2026-05-06T10:00:54,0.02,0.3,40
LazyCoulomb,event_venue,7,0.5000000000000018,8.800000000000002,5.200000000000001,-1.75,11.549567091454122,True,,6.693,11.5496,1.0,0.0,0.0,0.0059,0.602,314,0.0,35.48,2026-05-06T10:00:54,0.02,0.3,40
LazyCoulomb,event_venue,8,6.9,-1.299999999999999,-6.3999999999999995,-5.499999999999999,13.947401191619893,True,,6.641,13.9474,1.0,0.0,0.0,0.0031,0.5029,314,0.0,35.51,2026-05-06T10:00:54,0.02,0.3,40
LazyCoulomb,event_venue,9,-0.5499999999999989,7.1,6.35,-1.4499999999999993,10.986924046337991,True,,7.53,10.9869,1.0,0.0,0.0,0.006,0.4139,314,0.0,35.54,2026-05-06T10:00:54,0.02,0.3,40
LazyCoulomb,event_venue,0,0.10000000000000142,-2.1499999999999995,9.600000000000003,-4.6499999999999995,9.823441352194251,True,,2.566,9.8234,1.0,0.0,0.0,0.0182,0.5617,74,0.0,34.71,2026-05-06T10:01:08,0.05,0.05,10
LazyCoulomb,event_venue,1,6.500000000000002,0.6000000000000014,-5.8999999999999995,6.000000000000002,13.524792050157373,True,,2.574,13.5248,1.0,0.0,0.0,0.0045,0.4465,74,0.0,34.86,2026-05-06T10:01:08,0.05,0.05,10
LazyCoulomb,event_venue,2,-6.5,9.600000000000003,-0.5999999999999996,-0.14999999999999858,11.396161634515371,True,,2.458,11.3962,1.0,0.0,0.0,0.0073,0.5015,74,0.0,34.84,2026-05-06T10:01:08,0.05,0.05,10
LazyCoulomb,event_venue,3,6.15,4.450000000000001,-3.4499999999999993,6.6,9.83780971558202,True,,2.612,9.8378,1.0,0.0,0.0,0.0047,0.3992,74,0.0,34.88,2026-05-06T10:01:08,0.05,0.05,10
LazyCoulomb,event_venue,4,8.700000000000001,5.600000000000001,8.9,-5.1,10.701868995647443,True,,2.476,10.7019,1.0,0.0,0.0,0.6813,0.8093,74,0.0,34.86,2026-05-06T10:01:08,0.05,0.05,10
LazyCoulomb,event_venue,5,-1.049999999999999,9.000000000000002,-0.34999999999999964,2.950000000000001,6.0903612372337985,True,,2.925,6.0904,1.0,0.0,0.0,0.0179,0.6118,74,0.0,34.87,2026-05-06T10:01:08,0.05,0.05,10
LazyCoulomb,event_venue,6,-1.6499999999999986,0.45000000000000107,-4.6499999999999995,4.65,5.161395160225576,True,,2.433,5.1614,1.0,0.0,0.0,0.0064,0.643,74,0.0,34.87,2026-05-06T10:01:08,0.05,0.05,10
LazyCoulomb,event_venue,7,0.5000000000000018,8.800000000000002,5.200000000000001,-1.75,11.549567091454122,True,,2.386,11.5496,1.0,0.0,0.0,0.0144,0.5729,74,0.0,34.88,2026-05-06T10:01:09,0.05,0.05,10
LazyCoulomb,event_venue,8,6.9,-1.299999999999999,-6.3999999999999995,-5.499999999999999,13.947401191619893,True,,2.55,13.9474,1.0,0.0,0.0,0.0139,0.4871,74,0.0,34.89,2026-05-06T10:01:09,0.05,0.05,10
LazyCoulomb,event_venue,9,-0.5499999999999989,7.1,6.35,-1.4499999999999993,10.986924046337991,True,,2.42,10.9869,1.0,0.0,0.0,0.0187,0.424,74,0.0,34.9,2026-05-06T10:01:09,0.05,0.05,10
LazyCoulomb,event_venue,0,0.10000000000000142,-2.1499999999999995,9.600000000000003,-4.6499999999999995,9.823441352194251,True,,4.095,9.8234,1.0,0.0,0.0,0.0218,0.5631,154,0.0,34.9,2026-05-06T10:01:22,0.05,0.05,20
LazyCoulomb,event_venue,1,6.500000000000002,0.6000000000000014,-5.8999999999999995,6.000000000000002,13.524792050157373,True,,3.894,13.5248,1.0,0.0,0.0,0.0023,0.4469,154,0.0,35.04,2026-05-06T10:01:22,0.05,0.05,20
LazyCoulomb,event_venue,2,-6.5,9.600000000000003,-0.5999999999999996,-0.14999999999999858,11.396161634515371,True,,4.038,11.3962,1.0,0.0,0.0,0.0105,0.5073,154,13989.7,35.05,2026-05-06T10:01:23,0.05,0.05,20
LazyCoulomb,event_venue,3,6.15,4.450000000000001,-3.4499999999999993,6.6,9.83780971558202,True,,4.169,9.8378,1.0,0.0,0.0,0.0126,0.4008,154,0.0,35.06,2026-05-06T10:01:23,0.05,0.05,20
LazyCoulomb,event_venue,4,8.700000000000001,5.600000000000001,8.9,-5.1,10.701868995647443,True,,5.567,10.7019,1.0,0.0,0.0,0.6816,0.807,154,0.0,35.09,2026-05-06T10:01:23,0.05,0.05,20
LazyCoulomb,event_venue,5,-1.049999999999999,9.000000000000002,-0.34999999999999964,2.950000000000001,6.0903612372337985,True,,4.18,6.0904,1.0,0.0,0.0,0.0052,0.6251,154,0.0,35.1,2026-05-06T10:01:23,0.05,0.05,20
LazyCoulomb,event_venue,6,-1.6499999999999986,0.45000000000000107,-4.6499999999999995,4.65,5.161395160225576,True,,4.498,5.1614,1.0,0.0,0.0,0.0116,0.6511,154,0.0,35.12,2026-05-06T10:01:23,0.05,0.05,20
LazyCoulomb,event_venue,7,0.5000000000000018,8.800000000000002,5.200000000000001,-1.75,11.549567091454122,True,,3.973,11.5496,1.0,0.0,0.0,0.0134,0.5922,154,0.0,35.13,2026-05-06T10:01:23,0.05,0.05,20
LazyCoulomb,event_venue,8,6.9,-1.299999999999999,-6.3999999999999995,-5.499999999999999,13.947401191619893,True,,4.789,13.9474,1.0,0.0,0.0,0.0135,0.4978,154,0.0,35.14,2026-05-06T10:01:23,0.05,0.05,20
LazyCoulomb,event_venue,9,-0.5499999999999989,7.1,6.35,-1.4499999999999993,10.986924046337991,True,,4.184,10.9869,1.0,0.0,0.0,0.0127,0.4141,154,0.0,35.16,2026-05-06T10:01:23,0.05,0.05,20
LazyCoulomb,event_venue,0,0.10000000000000142,-2.1499999999999995,9.600000000000003,-4.6499999999999995,9.823441352194251,True,,6.946,9.8234,1.0,0.0,0.0,0.0129,0.5643,314,0.0,35.15,2026-05-06T10:01:37,0.05,0.05,40
